state,district,year,week_number,bottleneck_label,rationale,current_bio_updates,current_demo_updates,update_backlog,completion_rate,shap_explanation,top_feature
Madhya Pradesh,Sidhi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (16.82),185,11,-174,16.818181818181817,Feature importance analysis pending,N/A
Madhya Pradesh,Singrauli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.32),181,34,-147,5.323529411764706,Feature importance analysis pending,N/A
Madhya Pradesh,Tikamgarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.92),173,25,-148,6.92,Feature importance analysis pending,N/A
Madhya Pradesh,Ujjain,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (19.15),498,26,-472,19.153846153846157,Feature importance analysis pending,N/A
Madhya Pradesh,Umaria,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.17),74,12,-62,6.166666666666667,Feature importance analysis pending,N/A
Madhya Pradesh,Vidisha,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.00),220,22,-198,10.0,Feature importance analysis pending,N/A
Madhya Pradesh,West Nimar,2026,1,NORMAL,No bottleneck indicators detected,10,0,-10,,Feature importance analysis pending,N/A
Maharashtra,Ahilyanagar,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Maharashtra,Ahmadnagar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.41),794,64,-730,12.40625,Feature importance analysis pending,N/A
Maharashtra,Ahmed Nagar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Maharashtra,Ahmednagar,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Maharashtra,Akola,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.03),349,29,-320,12.03448275862069,Feature importance analysis pending,N/A
Maharashtra,Amravati,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.33),140,15,-125,9.333333333333334,Feature importance analysis pending,N/A
Maharashtra,Aurangabad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (26.04),599,23,-576,26.043478260869566,Feature importance analysis pending,N/A
Maharashtra,Beed,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.73),393,45,-348,8.733333333333333,Feature importance analysis pending,N/A
Maharashtra,Bhandara,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.004,132,-1,-133,-132.0,Feature importance analysis pending,N/A
Maharashtra,Bid,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Maharashtra,Buldana,2026,1,NORMAL,No bottleneck indicators detected,12,-1,-13,-12.0,Feature importance analysis pending,N/A
Maharashtra,Buldhana,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.09),324,23,-301,14.08695652173913,Feature importance analysis pending,N/A
Maharashtra,Chandrapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.76),217,17,-200,12.764705882352942,Feature importance analysis pending,N/A
Maharashtra,Chatrapati Sambhaji Nagar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Maharashtra,Chhatrapati Sambhajinagar,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Maharashtra,Dharashiv,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Maharashtra,Dhule,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.19),329,27,-302,12.185185185185183,Feature importance analysis pending,N/A
Maharashtra,Dist : Thane,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Maharashtra,Gadchiroli,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.004,130,-1,-131,-130.0,Feature importance analysis pending,N/A
Maharashtra,Gondia,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Maharashtra,Gondiya,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.10),141,10,-131,14.1,Feature importance analysis pending,N/A
Maharashtra,Hingoli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (19.20),192,10,-182,19.2,Feature importance analysis pending,N/A
Maharashtra,Jalgaon,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (39.17),705,18,-687,39.16666666666666,Feature importance analysis pending,N/A
Maharashtra,Jalna,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (21.80),327,15,-312,21.8,Feature importance analysis pending,N/A
Maharashtra,Kolhapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (27.60),414,15,-399,27.6,Feature importance analysis pending,N/A
Maharashtra,Latur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.72),242,36,-206,6.722222222222222,Feature importance analysis pending,N/A
Maharashtra,Mumbai,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.71),610,48,-562,12.708333333333334,Feature importance analysis pending,N/A
Maharashtra,Mumbai City,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.15),163,20,-143,8.15,Feature importance analysis pending,N/A
Maharashtra,Mumbai Suburban,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.69),482,72,-410,6.694444444444445,Feature importance analysis pending,N/A
Maharashtra,Mumbai( Sub Urban ),2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Maharashtra,Nagpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.38),485,76,-409,6.381578947368421,Feature importance analysis pending,N/A
Maharashtra,Nanded,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (16.45),625,38,-587,16.44736842105263,Feature importance analysis pending,N/A
Maharashtra,Nandurbar,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.049,310,-1,-311,-310.0,Feature importance analysis pending,N/A
Maharashtra,Nashik,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (15.02),916,61,-855,15.01639344262295,Feature importance analysis pending,N/A
Maharashtra,Osmanabad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (18.59),316,17,-299,18.58823529411765,Feature importance analysis pending,N/A
Maharashtra,Palghar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.91),449,76,-373,5.907894736842105,Feature importance analysis pending,N/A
Maharashtra,Parbhani,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (17.07),256,15,-241,17.066666666666666,Feature importance analysis pending,N/A
Maharashtra,Pune,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.23),1284,156,-1128,8.23076923076923,Feature importance analysis pending,N/A
Maharashtra,Raigad,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.93),27,14,-13,1.9285714285714288,Feature importance analysis pending,N/A
Maharashtra,Raigarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (14.15),283,20,-263,14.15,Feature importance analysis pending,N/A
Maharashtra,Raigarh(MH),2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Maharashtra,Ratnagiri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.69),126,13,-113,9.692307692307692,Feature importance analysis pending,N/A
Maharashtra,Sangli,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (21.53),323,15,-308,21.53333333333333,Feature importance analysis pending,N/A
Maharashtra,Satara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (23.67),355,15,-340,23.666666666666668,Feature importance analysis pending,N/A
Maharashtra,Sindhudurg,2026,1,NORMAL,No bottleneck indicators detected,95,-1,-96,-95.0,Feature importance analysis pending,N/A
Maharashtra,Solapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (24.88),647,26,-621,24.884615384615383,Feature importance analysis pending,N/A
Maharashtra,Thane,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.72),845,179,-666,4.720670391061453,Feature importance analysis pending,N/A
Maharashtra,Wardha,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.030,190,-1,-191,-190.0,Feature importance analysis pending,N/A
Maharashtra,Washim,2026,1,ANOMALY_DETECTED,Isolation Forest score: -0.046,239,-1,-240,-239.0,Feature importance analysis pending,N/A
Maharashtra,Yavatmal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (20.69),331,16,-315,20.6875,Feature importance analysis pending,N/A
Manipur,Bishnupur,2026,1,CAPACITY_STRAIN,High child saturation (0.71); Bio updates declining week-over-week,37,-1,-38,-37.0,Feature importance analysis pending,N/A
Manipur,Chandel,2026,1,CAPACITY_STRAIN,High child saturation (0.91); Bio updates declining week-over-week,15,-1,-16,-15.0,Feature importance analysis pending,N/A
Manipur,Churachandpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.10),41,10,-31,4.1,Feature importance analysis pending,N/A
Manipur,Imphal East,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (2.52),111,44,-67,2.522727272727273,Feature importance analysis pending,N/A
Manipur,Imphal West,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (1.86),110,59,-51,1.8644067796610169,Feature importance analysis pending,N/A
Manipur,Jiribam,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Manipur,Kakching,2026,1,OPERATIONAL_BOTTLENECK,Low completion rate (-0.08); Significant backlog (13); Bio/Demo ratio low (-0.08),-1,12,13,-0.0833333333333333,Feature importance analysis pending,N/A
Manipur,Kangpokpi,2025,52,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Manipur,Pherzawl,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Manipur,Senapati,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (3.07),46,15,-31,3.066666666666667,Feature importance analysis pending,N/A
Manipur,Tamenglong,2026,1,CAPACITY_STRAIN,High child saturation (0.97); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Manipur,Thoubal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.41),141,22,-119,6.409090909090909,Feature importance analysis pending,N/A
Manipur,Ukhrul,2026,1,CAPACITY_STRAIN,High child saturation (0.86); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Meghalaya,East Garo Hills,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Meghalaya,East Jaintia Hills,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,East Khasi Hills,2026,1,CAPACITY_STRAIN,High child saturation (0.76); Bio updates declining week-over-week,16,-1,-17,-16.0,Feature importance analysis pending,N/A
Meghalaya,Eastern West Khasi Hills,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,Jaintia Hills,2025,51,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,Kamrup,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,North Garo Hills,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,Ri Bhoi,2026,1,CAPACITY_STRAIN,High child saturation (0.78); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Meghalaya,South Garo Hills,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Meghalaya,South West Garo Hills,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Meghalaya,South West Khasi Hills,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Meghalaya,West Garo Hills,2026,1,NORMAL,No bottleneck indicators detected,24,-1,-25,-24.0,Feature importance analysis pending,N/A
Meghalaya,West Jaintia Hills,2026,1,CAPACITY_STRAIN,High child saturation (0.97); Bio updates declining week-over-week,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Meghalaya,West Khasi Hills,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Aizawl,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Mizoram,Champhai,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Hnahthial,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Mizoram,Khawzawl,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Mizoram,Kolasib,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Lawngtlai,2026,1,NORMAL,No bottleneck indicators detected,16,-1,-17,-16.0,Feature importance analysis pending,N/A
Mizoram,Lunglei,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Mamit,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Mammit,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Mizoram,Saiha,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Mizoram,Saitual,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Mizoram,Serchhip,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Nagaland,Chumukedima,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Dimapur,2026,1,CAPACITY_STRAIN,High child saturation (0.94); Bio updates declining week-over-week,11,-1,-12,-11.0,Feature importance analysis pending,N/A
Nagaland,Kiphire,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Kohima,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Nagaland,Longleng,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Meluri,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Nagaland,Mokokchung,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Nagaland,Mon,2026,1,CAPACITY_STRAIN,High child saturation (0.79); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Nagaland,Niuland,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Noklak,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Peren,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Nagaland,Phek,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Shamator,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Nagaland,Tseminyu,2026,1,NORMAL,No bottleneck indicators detected,0,-1,-1,-0.0,Feature importance analysis pending,N/A
Nagaland,Tuensang,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Nagaland,Wokha,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Nagaland,Zunheboto,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Nagpur,Near Uday nagar NIT garden,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
ODISHA,NUAPADA,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Odisha,ANGUL,2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,ANUGUL,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Angul,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.58),171,26,-145,6.576923076923077,Feature importance analysis pending,N/A
Odisha,Anugal,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Anugul,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Odisha,BALANGIR,2025,37,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Balangir,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (15.50),155,10,-145,15.5,Feature importance analysis pending,N/A
Odisha,Baleshwar,2026,1,CAPACITY_STRAIN,High child saturation (0.61); Bio updates declining week-over-week,12,-1,-13,-12.0,Feature importance analysis pending,N/A
Odisha,Baleswar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (13.18),224,17,-207,13.176470588235292,Feature importance analysis pending,N/A
Odisha,Balianta,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Bargarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.40),156,15,-141,10.4,Feature importance analysis pending,N/A
Odisha,Baudh,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Odisha,Bhadrak,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.78),133,23,-110,5.782608695652174,Feature importance analysis pending,N/A
Odisha,Bhadrak(R),2025,49,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Boudh,2026,1,NORMAL,No bottleneck indicators detected,69,-1,-70,-69.0,Feature importance analysis pending,N/A
Odisha,Cuttack,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (8.60),258,30,-228,8.6,Feature importance analysis pending,N/A
Odisha,Debagarh,2026,1,NORMAL,No bottleneck indicators detected,39,-1,-40,-39.0,Feature importance analysis pending,N/A
Odisha,Dhenkanal,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (10.24),174,17,-157,10.235294117647058,Feature importance analysis pending,N/A
Odisha,Gajapati,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (9.45),104,11,-93,9.454545454545457,Feature importance analysis pending,N/A
Odisha,Ganjam,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.32),439,60,-379,7.316666666666666,Feature importance analysis pending,N/A
Odisha,JAJPUR,2026,1,NORMAL,No bottleneck indicators detected,82,-1,-83,-82.0,Feature importance analysis pending,N/A
Odisha,Jagatsinghapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.19),99,16,-83,6.1875,Feature importance analysis pending,N/A
Odisha,Jagatsinghpur,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Odisha,Jajapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.37),83,19,-64,4.368421052631579,Feature importance analysis pending,N/A
Odisha,Jajpur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Jharsuguda,2026,1,NORMAL,No bottleneck indicators detected,69,-1,-70,-69.0,Feature importance analysis pending,N/A
Odisha,Kalahandi,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.92),173,25,-148,6.92,Feature importance analysis pending,N/A
Odisha,Kandhamal,2026,1,NORMAL,No bottleneck indicators detected,122,-1,-123,-122.0,Feature importance analysis pending,N/A
Odisha,Kendrapara,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.43),171,23,-148,7.434782608695652,Feature importance analysis pending,N/A
Odisha,Kendujhar,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.47),224,30,-194,7.466666666666667,Feature importance analysis pending,N/A
Odisha,Khorda,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.67),190,15,-175,12.666666666666666,Feature importance analysis pending,N/A
Odisha,Khordha,2026,1,NORMAL,No bottleneck indicators detected,-1,-1,0,1.0,Feature importance analysis pending,N/A
Odisha,Koraput,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.38),140,26,-114,5.384615384615385,Feature importance analysis pending,N/A
Odisha,Malkangiri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (4.14),91,22,-69,4.136363636363637,Feature importance analysis pending,N/A
Odisha,Mayurbhanj,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.20),254,41,-213,6.195121951219512,Feature importance analysis pending,N/A
Odisha,NAYAGARH,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,NUAPADA,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Odisha,Nabarangapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.48),115,21,-94,5.476190476190476,Feature importance analysis pending,N/A
Odisha,Nabarangpur,2025,27,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Odisha,Nayagarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (6.63),126,19,-107,6.631578947368421,Feature importance analysis pending,N/A
Odisha,Nuapada,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.47),82,15,-67,5.466666666666667,Feature importance analysis pending,N/A
Odisha,Puri,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (12.80),192,15,-177,12.8,Feature importance analysis pending,N/A
Odisha,Rayagada,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.06),120,17,-103,7.0588235294117645,Feature importance analysis pending,N/A
Odisha,Sambalpur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (7.22),130,18,-112,7.222222222222222,Feature importance analysis pending,N/A
Odisha,Sonapur,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (5.00),50,10,-40,5.0,Feature importance analysis pending,N/A
Odisha,Subarnapur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,10,0,-10,,Feature importance analysis pending,N/A
Odisha,Sundargarh,2026,1,NORMAL,No bottleneck indicators detected,11,-1,-12,-11.0,Feature importance analysis pending,N/A
Odisha,Sundergarh,2026,1,DEMOGRAPHIC_SURGE,Demo updates 50%+ above 4-week average; Completion rate healthy (19.43),272,14,-258,19.428571428571427,Feature importance analysis pending,N/A
Odisha,jajpur,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Angul,2025,50,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Anugul,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Balangir,2026,1,CAPACITY_STRAIN,High child saturation (0.69); Bio updates declining week-over-week,10,-1,-11,-10.0,Feature importance analysis pending,N/A
Orissa,Baleshwar,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Baleswar,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Bargarh,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Baudh,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Bhadrak,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,-1,0,1.0,Feature importance analysis pending,N/A
Orissa,Cuttack,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Debagarh,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Dhenkanal,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Gajapati,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Ganjam,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Jagatsinghapur,2026,1,CAPACITY_STRAIN,High child saturation (1.00); Bio updates declining week-over-week,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Jajapur,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Jharsuguda,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Kalahandi,2025,52,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Kandhamal,2026,1,NORMAL,No bottleneck indicators detected,-1,0,1,,Feature importance analysis pending,N/A
Orissa,Kendrapara,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
Orissa,Kendujhar,2026,1,NORMAL,No bottleneck indicators detected,0,0,0,,Feature importance analysis pending,N/A
